hwidmatch,manufacturer,md5,model,url,chrome_version
ASUKA,Dell,36d91091850ac708d374ca94680dc270,Dell Chromebook 13 (3380),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_asuka_recovery_stable-channel_mp.bin.zip,108.0.5359.219
HAYATO-YLRO,Asus,5e250e3edb636ce5ff2966a8ccad0e69,ASUS Chromebook Flip CM3200FM1A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_asurada_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.332
SPHERION,Acer,5e250e3edb636ce5ff2966a8ccad0e69,"Acer Chromebook 514 (CB514-2H, CB514-2HT)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_asurada_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.332
ATLAS,Google,83766e13522fe8b3ad0a96c7932536c6,Google Pixelbook Go,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_atlas_recovery_stable-channel_mp-v2.bin.zip,114.0.5735.332
BANON,Acer,27e2d7c52e70f6d9f67438e1e22f121c,Acer Chromebook 15 (CB3-532),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14695.107.0_banon_recovery_stable-channel_mp.bin.zip,102.0.5005.125
BOB,Asus,4c5cf9426e612b56ebcb6b0f469abab7,ASUS Chromebook Flip C101PA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_bob_recovery_stable-channel_mp.bin.zip,108.0.5359.219
AURASH-AZKT,AOpen,34a5a051a520f72602c551446b400113,AOpen Chromebox Commercial 3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brask_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
KULDAX-DGSC,Asus,34a5a051a520f72602c551446b400113,"ASUS Chromebox 5 (CN67), ASUS Chromebox Enterprise 5 (CN67)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brask_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
MOLI,Acer,34a5a051a520f72602c551446b400113,Acer Chromebox CXI5,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brask_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
LISBON-GURF,CTL,34a5a051a520f72602c551446b400113,CTL Chromebox CBx3 / CTL Chromebox Enterprise CBx3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brask_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
GLADIOS-GNLB,HP,34a5a051a520f72602c551446b400113,Chromebox Enterprise G4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brask_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
KINOX-WGMJ,Lenovo,34a5a051a520f72602c551446b400113,Lenovo ThinkCentre M60q Chromebox,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brask_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
LISBON-TVCI,Quanta CL,34a5a051a520f72602c551446b400113,Lisbon Development Product,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brask_recovery_stable-channel_mp-v7.bin.zip,114.0.5735.332
MITHRAX-HKVS,Asus,d13de296a2d38f36e2548dfe5fba3800,ASUS Chromebook CX34 Flip (CX3401) / ASUS Chromebook CX34 Flip (CX3401FBA) / ASUS Chromebook Enterprise CB34 Flip (CB3401) /  ASUS Chromebook Enterprise CX34 Flip (CX3401),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
FELWINTER-BDXJ,Asus,d13de296a2d38f36e2548dfe5fba3800,"ASUS Chromebook Flip CX5(CX5601), ASUS Chromebook Enterprise Flip CX5(CX5601)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
OSIRIS-ATFE,Acer,d13de296a2d38f36e2548dfe5fba3800,Acer Chromebook 516 GE (CBG516-1H),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
KANO-VJXU,Acer,d13de296a2d38f36e2548dfe5fba3800,Acer Chromebook Spin 714  -- CP714-1WN / Acer Chromebook Enterprise Spin 714 -- CP714-1WN,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
KANO,Acer,d13de296a2d38f36e2548dfe5fba3800,Acer Chromebook Spin 714  -- CP714-2WN / Acer Chromebook Enterprise Spin 714 -- CP714-2WN,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
VOLMAR-PGRU,Acer,d13de296a2d38f36e2548dfe5fba3800,Acer Chromebook Vero 514,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
ZAVALA-PSHU,Acer,d13de296a2d38f36e2548dfe5fba3800,"Acer Chromebook Vero 712 (CV872, CV872T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
MITHRAX-ISVS,Asus,d13de296a2d38f36e2548dfe5fba3800,Asus Chromebook Vibe CX34 Flip (CX3401) / Asus Chromebook Vibe CX34 Flip (CX3401FBA),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
GIMBLE-PVHI,HP,d13de296a2d38f36e2548dfe5fba3800,Chromebook x360 14c-cd0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
CROTA360-QYFB,Dell,d13de296a2d38f36e2548dfe5fba3800,Dell Latitude 5430 2-in-1 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
CROTA-LPXP,Dell,d13de296a2d38f36e2548dfe5fba3800,Dell Latitude 5430 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
BANSHEE-UZTQ,Framework,d13de296a2d38f36e2548dfe5fba3800,Framework Laptop Chromebook Edition,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
VELL-SVGZ,HPCMIT,d13de296a2d38f36e2548dfe5fba3800,HP Dragonfly Pro Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
REDRIX-CLQY,HP,d13de296a2d38f36e2548dfe5fba3800,HP Elite Dragonfly Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
TANIKS,Lenovo,d13de296a2d38f36e2548dfe5fba3800,IdeaPad Gaming Chromebook 16,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
TARLO,Lenovo,d13de296a2d38f36e2548dfe5fba3800,"Lenovo 5i Chromebook 16""/IdeaPad 5i Chromebook (16"", 7)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
TAEKO-YVJB,Lenovo,d13de296a2d38f36e2548dfe5fba3800,"Lenovo Flex 5i Chromebook (14"", 7)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
TAEKO-QSHQ,Lenovo,d13de296a2d38f36e2548dfe5fba3800,"Lenovo Flex 5i Chromebook 14""/IdeaPad Flex 5i Chromebook (14"", 7)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
PRIMUS-ZPIS,Lenovo,d13de296a2d38f36e2548dfe5fba3800,ThinkPad C14 Gen 1 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
ANAHERA-TYOO,HP,d13de296a2d38f36e2548dfe5fba3800,w/o Chrome Enterprise Upgrade: HP Elite c640 14 inch G3 Chromebook; with Chrome Enterprise Upgrade: HP Elite c640 14 inch G3 Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_brya_recovery_stable-channel_mp-v11.bin.zip,114.0.5735.332
CAROLINE,Samsung,12a2a878be3cea83d14950417e0f385f,Samsung Chromebook Pro,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_caroline_recovery_stable-channel_mp.bin.zip,108.0.5359.219
CAVE,Asus,99c9b3ddb0b29f5a0c135370397b366e,ASUS Chromebook Flip C302,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_cave_recovery_stable-channel_mp.bin.zip,108.0.5359.219
CELES,Samsung,beba3b783c7fe254bce8e0607dde8d5e,Samsung Chromebook 3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14695.107.0_celes_recovery_stable-channel_mp-v2.bin.zip,102.0.5005.125
CHELL,HP,ed55113d79ceaa3b4d97f981488ef15d,HP Chromebook 13 G1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15183.82.0_chell_recovery_stable-channel_mp.bin.zip,108.0.5359.219
TOMATO-LYVN,Acer,f0a67c82ded60eaa56055040f5750ac2,"ACER Chromebook Spin 513 (CP513-2H), Acer Chromebook Enterprise Spin 513 (CP513-2H)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_cherry_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.332
DOJO-EJPG,HP,f0a67c82ded60eaa56055040f5750ac2,Chromebook x360 13b-ca0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_cherry_recovery_stable-channel_mp-v4.bin.zip,114.0.5735.332
BABYMEGA,Asus,b85f5068ef328964f8af0da4c789f291,ASUS Chromebook C223,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
duplicate of rabbid,Asus,b85f5068ef328964f8af0da4c789f291,ASUS Chromebook C403,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
RABBID,Asus,b85f5068ef328964f8af0da4c789f291,ASUS Chromebook C423,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BABYTIGER,Asus,b85f5068ef328964f8af0da4c789f291,ASUS Chromebook C523,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BABYMEGA,Asus,b85f5068ef328964f8af0da4c789f291,ASUS Chromebook CX1100CNA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
RABBID,Asus,b85f5068ef328964f8af0da4c789f291,ASUS Chromebook CX1400CNA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BABYTIGER,Asus,b85f5068ef328964f8af0da4c789f291,ASUS Chromebook CX1500CNA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
ASTRONAUT,Acer,b85f5068ef328964f8af0da4c789f291,"Acer Chromebook 11 (C732, C732T, C732L, C732LT)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
SANTA,Acer,b85f5068ef328964f8af0da4c789f291,"Acer Chromebook 11 (CB311-8H, CB311-8HT)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLUE,Acer,b85f5068ef328964f8af0da4c789f291,"Acer Chromebook 15 (CB315-1H, CB315-1HT)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
EPAULETTE,Acer,b85f5068ef328964f8af0da4c789f291,Acer Chromebook 514,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
LAVA,Acer,b85f5068ef328964f8af0da4c789f291,"Acer Chromebook Spin 11 (CP311-1H, CP311-1HN)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BRUCE,Acer,b85f5068ef328964f8af0da4c789f291,Acer Chromebook Spin 15 (CP315),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
WHITETIP,CTL,b85f5068ef328964f8af0da4c789f291,CTL Chromebook J41 / J41T,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP360,CTL,b85f5068ef328964f8af0da4c789f291,CTL Chromebook NL7 / NL7T-360 / NL7TW-360,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIPLTE,CTL,b85f5068ef328964f8af0da4c789f291,CTL Chromebook NL7 LTE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP,CTL,b85f5068ef328964f8af0da4c789f291,CTL chromebook NL7,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
NASHER,Dell,b85f5068ef328964f8af0da4c789f291,Dell Chromebook 11 (5190),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
NASHER360,Dell,b85f5068ef328964f8af0da4c789f291,Dell Chromebook 11 2-in-1 (5190),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP,GSA,b85f5068ef328964f8af0da4c789f291,Edxis Chromebook 11,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP360,GSA,b85f5068ef328964f8af0da4c789f291,Edxis Chromebook X11,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP360,Lanix,b85f5068ef328964f8af0da4c789f291,Lanix Chromebook C116,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP,Lanix,b85f5068ef328964f8af0da4c789f291,Lanix Chromebook C116,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
ROBO,Lenovo,b85f5068ef328964f8af0da4c789f291,Lenovo 100e Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
ROBO360,Lenovo,b85f5068ef328964f8af0da4c789f291,Lenovo 500e Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP,Multilaser,b85f5068ef328964f8af0da4c789f291,Multilaser Chromebook M11C-PC912,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP360,Multilaser,b85f5068ef328964f8af0da4c789f291,Multilaser Chromebook M11HC-PC911,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
WHITETIP,PCMerge,b85f5068ef328964f8af0da4c789f291,PCmerge Chromebook AL116,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP,Positivo,b85f5068ef328964f8af0da4c789f291,Positivo Chromebook N2110,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP360,Positivo,b85f5068ef328964f8af0da4c789f291,Positivo Chromebook N2112,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
WHITETIP,Prowise,b85f5068ef328964f8af0da4c789f291,Prowise Chromebook Eduline,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
WHITETIP,Sector 5,b85f5068ef328964f8af0da4c789f291,Sector 5 E3 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
WHITETIP,XMA Viglen,b85f5068ef328964f8af0da4c789f291,Viglen Chromebook 11C,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
BLACKTIP360,XMA Viglen,b85f5068ef328964f8af0da4c789f291,Viglen Chromebook 360C,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
WHITETIP DEVELOPMENT,Bitland CL,b85f5068ef328964f8af0da4c789f291,whitetip,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_coral_recovery_stable-channel_mp-v21.bin.zip,114.0.5735.332
TENTACOOL-ZLJE,Asus,b6c93fdc9c640581fafea8c7d0473c3e,ASUS Chromebook CM14 (CM1402C),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_corsola_recovery_stable-channel_mp-v5.bin.zip,114.0.5735.332
TENTACRUEL-VAFH,Asus,b6c93fdc9c640581fafea8c7d0473c3e,ASUS Chromebook CM14 Flip (CM1402F),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_corsola_recovery_stable-channel_mp-v5.bin.zip,114.0.5735.332
MAGNETON-LCKC,Lenovo,b6c93fdc9c640581fafea8c7d0473c3e,IP Slim 3 Chrome 14M868,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_corsola_recovery_stable-channel_mp-v5.bin.zip,114.0.5735.332
RUSTY-ZNCE,Lenovo,b6c93fdc9c640581fafea8c7d0473c3e,Lenovo 100e Chromebook Gen 4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_corsola_recovery_stable-channel_mp-v5.bin.zip,114.0.5735.332
STEELIX-VZSZ,Lenovo,b6c93fdc9c640581fafea8c7d0473c3e,Lenovo 300e Yoga Chromebook Gen 4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_corsola_recovery_stable-channel_mp-v5.bin.zip,114.0.5735.332
CYAN,Acer,00e9821a8e04133559fcbb2ec7270a55,"Acer Chromebook R11 (CB5-132T, C738T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14695.107.0_cyan_recovery_stable-channel_mp-v3.bin.zip,102.0.5005.125
STORO-HIER,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,ASUS Chromebook CR1100CKA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
GALTIC-MOIP,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,ASUS Chromebook CX1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
GALNAT-RGDH,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,ASUS Chromebook CX1 CX1102,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
GALITH-HFKU,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,ASUS Chromebook CX1500CKA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
GALLOP-FOBB,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,ASUS Chromebook CX1700CKA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
STORO360-JLGJ,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,ASUS Chromebook Flip CR1100FKA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
GALNAT360,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,ASUS Chromebook Flip CX1 CX1102,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGNETO-BWYB,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,"Acer Chromebook 314 (CB314-3H , CB314-3HT, C934, C934T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGMA-QZPR,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,"Acer Chromebook 315 (CB315-4H , CB315-4HT)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGPIE-TQAU,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,Acer Chromebook 317,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGLITH-STMU,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,"Acer Chromebook 511 (C734 , C734T, C733-R, C733T-R)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGLET-CFGF,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,Acer Chromebook 512 (C852),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGISTER-RNPH,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,"Acer Chromebook Spin 314 (CP314-1H, CP314-1HN)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGOLOR-DUKI,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,Acer Chromebook Spin 511 (R753T) & Acer Chromebook spin 511 (R753TN) & Acer Chromebook Spin 511(R752T-R),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MAGLIA-VYRC,Acer,ecaa8a2fb9a27aa7432a4335b43e1ee6,Acer Chromebook Spin 512 (R853TA) & Acer Chromebook spin 512 (R853TNA),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PIRETTE-LLJI,Axioo,ecaa8a2fb9a27aa7432a4335b43e1ee6,Axioo Chromebook P11/Axioo Chromebook P432,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PIRIKA-NPXS,Axioo,ecaa8a2fb9a27aa7432a4335b43e1ee6,Axioo Chromebook P14,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PIRIKA-BMAD,CTL,ecaa8a2fb9a27aa7432a4335b43e1ee6,CTL Chromebook Enterprise/PX14E/PX14EX/PX14EXT,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
KRACKO-WPBT,CTL,ecaa8a2fb9a27aa7432a4335b43e1ee6,CTL Chromebook NL72,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
KRACKO360-BLXA,CTL,ecaa8a2fb9a27aa7432a4335b43e1ee6,CTL Chromebook NL72T,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
PIRETTE-RVKU,CTL,ecaa8a2fb9a27aa7432a4335b43e1ee6,CTL Chromebook PX11E,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
GALTIC360-RAKQ,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,CX1400FKA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
GALITH360-DSCL,Asus,ecaa8a2fb9a27aa7432a4335b43e1ee6,CX1500FKA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
MADOO,HP,ecaa8a2fb9a27aa7432a4335b43e1ee6,Chromebook x360 14b-cb0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
CRET-BKLL,Dell,ecaa8a2fb9a27aa7432a4335b43e1ee6,Dell Chromebook 3110,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
CRET360-HXIQ,Dell,ecaa8a2fb9a27aa7432a4335b43e1ee6,Dell Chromebook 3110 2-in-1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
KRACKO-WYQT,GSA,ecaa8a2fb9a27aa7432a4335b43e1ee6,Edxis Chromebook 11 (S30-C) / Edxis Chromebook 11 (S30-CT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15437.68.0_dedede_recovery_stable-channel_mp-v31.bin.zip,114.0.5735.332
