hwidmatch,manufacturer,md5,model,url,chrome_version
Duplicate of BARLA,HP,0c535412b5b96b9b973045b03a64c9ca,HP Chromebook 11A G6 EE / HP Chromebook 11A G8 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_grunt_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
BARLA,HP,0c535412b5b96b9b973045b03a64c9ca,HP Chromebook 11A G6 EE/ HP Chromebook 11A G8 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_grunt_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
TREEYA-QCDF,Lenovo,0c535412b5b96b9b973045b03a64c9ca,"IdeaPad 3 Chromebook (11"", 5)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_grunt_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
LIARA,Lenovo,0c535412b5b96b9b973045b03a64c9ca,"Lenovo 14e Chromebook, Lenovo Chromebook S345-14",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_grunt_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
TREEYA360,Lenovo,0c535412b5b96b9b973045b03a64c9ca,Lenovo 300e Gen 2 AST,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_grunt_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
TREEYA360-TZIV,NEC,0c535412b5b96b9b973045b03a64c9ca,NEC Chromebook Y1 Gen2A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_grunt_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
GUADO,Asus,d8455451f3b5654c1c3c0c53dc03d24b,ASUS Chromebox 2 (CN62),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13729.56.0_guado_recovery_stable-channel_mp-v2.bin.zip,89.0.4389.95
DEWATT,Acer,1395f97b4ac2ec5da8fef273fad49e89,"Acer Chromebook Spin 514 [CP514-3H, CP514-3HH, CP514-3WH]",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_guybrush_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
NIPPERKIN-HBOM,HP,1395f97b4ac2ec5da8fef273fad49e89,HP Elite c645 G2 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_guybrush_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
HANA,Asus,7aeb600a54a0215c16365184c45aef30,ASUS Chromebook C202XA / C203XA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Lenovo,7aeb600a54a0215c16365184c45aef30,Lenovo 100e Chromebook 2nd Gen MTK,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Lenovo,7aeb600a54a0215c16365184c45aef30,Lenovo 300e Chromebook 2nd Gen MTK,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Lenovo,7aeb600a54a0215c16365184c45aef30,Lenovo 300e/N23 Yoga/Flex 11 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Lenovo,7aeb600a54a0215c16365184c45aef30,Lenovo Ideapad C330 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Lenovo,7aeb600a54a0215c16365184c45aef30,Lenovo Ideapad S330 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Poin2,7aeb600a54a0215c16365184c45aef30,Poin2 Chromebook 11C,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Poin2,7aeb600a54a0215c16365184c45aef30,Poin2 Chromebook 14,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HANA,Prowise,7aeb600a54a0215c16365184c45aef30,Prowise Chromebook Eduline / Prowise Chromebook Eduline 360,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hana_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
HELIOS,Asus,0c6816fff683bbba9d1ba5f184d7ab71,ASUS Chromebook Flip C436FA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
KINDRED,Acer,0c6816fff683bbba9d1ba5f184d7ab71,Acer Chromebook 712 [C871],https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
KLED,Acer,0c6816fff683bbba9d1ba5f184d7ab71,Acer Chromebook Spin 713 (CP713-2W),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
JINLON-YTGY,HP,0c6816fff683bbba9d1ba5f184d7ab71,Chromebook x360 13c-ca0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
DRAGONAIR,HP,0c6816fff683bbba9d1ba5f184d7ab71,Chromebook x360 14c-ca0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
DRATINI,HP,0c6816fff683bbba9d1ba5f184d7ab71,HP Pro c640 Chromebook/HP Pro c640 Chromebook Enterprise,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
AKEMI-AOKF,Lenovo,0c6816fff683bbba9d1ba5f184d7ab71,"IdeaPad Flex 5i Chromebook (13"", 5)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
KOHAKU,Samsung,0c6816fff683bbba9d1ba5f184d7ab71,Samsung Galaxy Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
NIGHTFURY,Samsung,0c6816fff683bbba9d1ba5f184d7ab71,Samsung Galaxy Chromebook 2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_hatch_recovery_stable-channel_mp-v7.bin.zip,118.0.5993.124
HELI,Haier CL,a56e437c0c9e7d91680188e2080a388d,Haier Chromebook 11 G2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14092.77.0_heli_recovery_stable-channel_mp-v4.bin.zip,93.0.4577.107
DAMU,Asus,c5a8faa6af23bd86e65fa1f40b7be196,ASUS Chromebook Flip CM3200FVA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
COZMO,Acer,c5a8faa6af23bd86e65fa1f40b7be196,Acer Chromebook  314 (CB314-2H/CB314-2HT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
WILLOW-TFIY,Acer,c5a8faa6af23bd86e65fa1f40b7be196,Acer Chromebook 311 (C722/C722T),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
KENZO-IGRW,Acer,c5a8faa6af23bd86e65fa1f40b7be196,Acer Chromebook 311 (CB311-11H/CB311-11HT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
JUNIPER-HVPU,Acer,c5a8faa6af23bd86e65fa1f40b7be196,Acer Chromebook Spin 311 (CP311-3H),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
PICO-EXEM,Acer,c5a8faa6af23bd86e65fa1f40b7be196,Acer Chromebook Spin 311 - R722T,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
ESCHE,HP,c5a8faa6af23bd86e65fa1f40b7be196,HP Chromebook 11MK G9 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
KAPPA-YFVF,HP,c5a8faa6af23bd86e65fa1f40b7be196,HP Chromebook 11a na0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
KAPPA-EWFK,HP,c5a8faa6af23bd86e65fa1f40b7be196,HP Chromebook 11a-ne0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
BURNET,HP,c5a8faa6af23bd86e65fa1f40b7be196,HP Chromebook x360 11MK G3 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
FENNEL14,Lenovo,c5a8faa6af23bd86e65fa1f40b7be196,IdeaPad 3 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
FENNEL,Lenovo,c5a8faa6af23bd86e65fa1f40b7be196,IdeaPad Flex 3 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
MAKOMO-UTTX,Lenovo,c5a8faa6af23bd86e65fa1f40b7be196,Lenovo 100e Gen 2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_jacuzzi_recovery_stable-channel_mp-v13.bin.zip,118.0.5993.124
KARMA,Acer,ef41b9d3b1d9cf0d49eff7e537f6fa95,Acer Chromebase CA24I2,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_kalista_recovery_stable-channel_mp-v3.bin.zip,118.0.5993.124
KEFKA,Dell,ff57fd207696d6d0df67723b25210877,Dell Chromebook 11 (3180),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14816.131.0_kefka_recovery_stable-channel_mp.bin.zip,103.0.5060.132
KEFKA,Dell,ff57fd207696d6d0df67723b25210877,Dell Chromebook 11 2-in-1 (3189),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14816.131.0_kefka_recovery_stable-channel_mp.bin.zip,103.0.5060.132
KEVIN,Samsung,4242f0c3e2cd5fd1efabfef015769fc5,Samsung Chromebook Plus,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15509.81.0_kevin_recovery_stable-channel_mp-v2.bin.zip,116.0.5845.210
NO MATCH JUST FOR ENTRY,HP,9331a1bfdadcad51cc3a919d54d559f7,HP Chromebook 11 2100-2199 / HP Chromebook 11 G3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14092.77.0_kip_recovery_stable-channel_mp-v3.bin.zip,93.0.4577.107
KIP,HP,9331a1bfdadcad51cc3a919d54d559f7,HP Chromebook 11 G3/G4/G4 EE,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14092.77.0_kip_recovery_stable-channel_mp-v3.bin.zip,93.0.4577.107
KIP,HP,9331a1bfdadcad51cc3a919d54d559f7,HP Chromebook 14 G4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14092.77.0_kip_recovery_stable-channel_mp-v3.bin.zip,93.0.4577.107
KAKADU-WFIQ,Asus,578c23f6acaaee7e20bf61e9fb48b437,ASUS Chromebook Detachable CM3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_kukui_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
KATSU,Asus,578c23f6acaaee7e20bf61e9fb48b437,ASUS Chromebook Detachable CZ1,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_kukui_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
KODAMA,Lenovo,578c23f6acaaee7e20bf61e9fb48b437,Lenovo 10e Chromebook Tablet,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_kukui_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
KRANE-ZDKS,Lenovo,578c23f6acaaee7e20bf61e9fb48b437,Lenovo Chromebook Duet / Lenovo Ideapad Duet Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_kukui_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
LARS,Acer,4a0ffb8cc456c9982df4eed9e40c83bf,"Acer Chromebook 11 (C771, C771T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15393.58.0_lars_recovery_stable-channel_mp-v2.bin.zip,113.0.5672.134
LARS,Acer,4a0ffb8cc456c9982df4eed9e40c83bf,Acer Chromebook 14 for Work (CP5-471),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15393.58.0_lars_recovery_stable-channel_mp-v2.bin.zip,113.0.5672.134
LEON,Toshiba,e037284c060039b43312587e6042775c,Toshiba Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_leon_recovery_stable-channel_mp-v2.bin.zip,76.0.3809.136
LINK,Google,b57f7203d3654db5d30a5bf7608ae701,Google Chromebook Pixel,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_10895.78.0_link_recovery_stable-channel_mp-v5.bin.zip,69.0.3497.120
LULU,Dell,0fe9a598988a9d9c3cc0b5f31957fee6,Dell Chromebook 13 (7310),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13904.77.0_lulu_recovery_stable-channel_mp-v2.bin.zip,91.0.4472.147
LUMPY,Samsung,b640d0b6d5f89b89c58e094853b871d4,Samsung Chromebook Series 5 550,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_10176.76.0_lumpy_recovery_stable-channel_mp-v4.bin.zip,64.0.3282.190
MCCLOUD,Acer,3131fbf85047f84f4ce20f708b1d1782,Acer Chromebox,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12239.92.0_mccloud_recovery_stable-channel_mp-v2.bin.zip,76.0.3809.136
MONROE,LGE,f7f0eba7b43a6a90ec83ff4cd3903a2f,LG Chromebase (22CB25S),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.2_monroe_recovery_stable-channel_mp-v2.bin.zip,84.0.4147.136
MONROE,LGE,f7f0eba7b43a6a90ec83ff4cd3903a2f,LG Chromebase (22CV241),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13099.110.2_monroe_recovery_stable-channel_mp-v2.bin.zip,84.0.4147.136
AKALI,Acer,47e394fb626e3bead0bd3697c8cb9659,Acer Chromebook 13 (CB713-1W),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
EKKO,Acer,47e394fb626e3bead0bd3697c8cb9659,Acer Chromebook 714 (CB714-1W / CB714-1WT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
BARD,Acer,47e394fb626e3bead0bd3697c8cb9659,Acer Chromebook 715 (CB715-1W / CB715-1WT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
AKALI360,Acer,47e394fb626e3bead0bd3697c8cb9659,Acer Chromebook Spin 13 (CP713-1WN),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
SYNDRA,HP,47e394fb626e3bead0bd3697c8cb9659,Chromebook 15-de0,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
VAYNE,Dell,47e394fb626e3bead0bd3697c8cb9659,Dell Inspiron Chromebook 14 2-in-1 (7486),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
SONA,HP,47e394fb626e3bead0bd3697c8cb9659,HP Chromebook x360 14,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
PANTHEON,Lenovo,47e394fb626e3bead0bd3697c8cb9659,Lenovo C340-15 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
PANTHEON,Lenovo,47e394fb626e3bead0bd3697c8cb9659,Lenovo Yoga C630 Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nami_recovery_stable-channel_mp-v6.bin.zip,118.0.5993.124
NAUTILUS,Samsung,9f9498eb4c4fd25da5ca873b8f74e175,Samsung Chromebook Plus (LTE),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nautilus_recovery_stable-channel_mp-v3.bin.zip,118.0.5993.124
NAUTILUS,Samsung,9f9498eb4c4fd25da5ca873b8f74e175,Samsung Chromebook Plus (V2),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nautilus_recovery_stable-channel_mp-v3.bin.zip,118.0.5993.124
NINJA,AOpen,2a2932786f78410598ac3ef414c0c64e,AOpen Chromebox Commercial,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_14092.77.0_ninja_recovery_stable-channel_mp-v2.bin.zip,93.0.4577.107
PUJJOTEEN-JQII,Lenovo,9d0ea36249aef5a2a1cb6c1679b9d266,14e Chromebook Gen 3 CB 5,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15572.63.0_nissa_recovery_stable-channel_mp-v8.bin.zip,117.0.5938.157
YAVIKS-YQTI,HP,9d0ea36249aef5a2a1cb6c1679b9d266,HP Chromebook Plus 15,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15572.63.0_nissa_recovery_stable-channel_mp-v8.bin.zip,117.0.5938.157
PUJJOTEEN(15W)?-CZPM,Lenovo,58506bea073df6812f5a2e55d9cd4922,14e Chromebook Gen 3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
CRAASNETO-MDKB,Acer,58506bea073df6812f5a2e55d9cd4922,Acer Chromebook 314(C936 /C936T /C936-TCO /C936T-TCO),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
CRAASNETO-VHKG,Acer,58506bea073df6812f5a2e55d9cd4922,Acer Chromebook 314(CB314-4H / CB314-4HT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
CRAASKVIN-HOWA,Acer,58506bea073df6812f5a2e55d9cd4922,"Acer Chromebook 511( C736, C736T, C736L, C736LT )",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
CRAASKBOWL-GSKT,Acer,58506bea073df6812f5a2e55d9cd4922,Acer Chromebook Spin 511 (R756T R756T-TCO R756TN R756TN-TCO R756LT R756LT-TCO R756LTN R756LTN-TCO),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
CRAASK-HULX,Acer,58506bea073df6812f5a2e55d9cd4922,Acer Chromebook Spin 512 (R856T R856T-TCO R856TN R856TN-TCO R856LT R856LT-TCO R856LTN R856LTN-TCO),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
XIVU-YAZN,Asus,58506bea073df6812f5a2e55d9cd4922,CR1102C,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
XIVU360-HRQS,Asus,58506bea073df6812f5a2e55d9cd4922,CR1102F,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
YAVIKS-BVSW,HP,58506bea073df6812f5a2e55d9cd4922,"HP Chromebook 15.6""",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
YAVIKS-OFRL,HP,58506bea073df6812f5a2e55d9cd4922,"HP Chromebook 15.6"" 15w",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
PUJJO-KTLR,Lenovo,58506bea073df6812f5a2e55d9cd4922,Lenovo 500e Yoga Chromebook Gen 4,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
PUJJO-DCCV,Lenovo,58506bea073df6812f5a2e55d9cd4922,"Lenovo Flex 3i Chromebook 12""/IdeaPad Flex 3i Chromebook (12"", 8)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
PUJJOTEEN(15W)?-KCBW,Lenovo,58506bea073df6812f5a2e55d9cd4922,Lenovo Slim 3i Chromebook 14,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nissa_recovery_stable-channel_mp-v8.bin.zip,118.0.5993.124
NOCTURNE,Google,d017897ab8188899559bd0f4106902e3,Google Pixel Slate,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_nocturne_recovery_stable-channel_mp-v2.bin.zip,118.0.5993.124
BIG,Acer,7f1994559e55ace4d08c883dae523acc,"Acer Chromebook 13 (CB5-311, C810)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.0_nyan-big_recovery_stable-channel_big-mp-v2.bin.zip,77.0.3865.105
BLAZE,HP,c00c6ba44f59c3578ad430f8b5f7e887,HP Chromebook 14 G3,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_12371.75.1_nyan-blaze_recovery_stable-channel_blaze-mp-v2.bin.zip,77.0.3865.105
KITTY,Acer,f098a8359ae57126c7e6025c5f505ce0,Acer Chromebase,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_13310.94.2_nyan-kitty_recovery_stable-channel_kitty-mp-v2.bin.zip,85.0.4183.134
NOSPIKE,Asus,3fbec5c3185f483224dccbf8fd4f9230,ASUS Chromebook C424,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15572.63.0_octopus_recovery_stable-channel_mp-v32.bin.zip,117.0.5938.157
APELE,Asus,3fbec5c3185f483224dccbf8fd4f9230,CX1101CMA,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15572.63.0_octopus_recovery_stable-channel_mp-v32.bin.zip,117.0.5938.157
GARG,ADVAN,1b3e60642226cd78117003250ddcd10c,ADVAN Chromebook 116,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
GARG360,ADVAN,1b3e60642226cd78117003250ddcd10c,ADVAN Chromebook 116,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
APEL,Asus,1b3e60642226cd78117003250ddcd10c,ASUS Chromebook C204,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
AMPTON,Asus,1b3e60642226cd78117003250ddcd10c,"ASUS Chromebook Flip C214 (EDU), ASUS Chromebook Flip C234 (CANADA CONSUMER)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
BOBBA,Acer,1b3e60642226cd78117003250ddcd10c,"Acer Chromebook 311 (C733, C733U, C733T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
BOBBA,Acer,1b3e60642226cd78117003250ddcd10c,"Acer Chromebook 311 (CB311-9H, CB311-9HT)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
DROID,Acer,1b3e60642226cd78117003250ddcd10c,Acer Chromebook 314 (C933L/LT),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
DROID,Acer,1b3e60642226cd78117003250ddcd10c,Acer Chromebook 314 (CB314),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
BLORB,Acer,1b3e60642226cd78117003250ddcd10c,Acer Chromebook 315 (CB315),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
SPARKY,Acer,1b3e60642226cd78117003250ddcd10c,"Acer Chromebook 512 (C851, C851T)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
BOBBA360,Acer,1b3e60642226cd78117003250ddcd10c,"Acer Chromebook Spin 311 (CP311-2H, CP311-2HN)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
BOBBA360,Acer,1b3e60642226cd78117003250ddcd10c,"Acer Chromebook Spin 511 (R752T, R752TN)",https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
SPARKY360,Acer,1b3e60642226cd78117003250ddcd10c,Acer Chromebook Spin 512 (R851TN),https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
GARG360,Poin2,1b3e60642226cd78117003250ddcd10c,Ascon Chromebook 11A,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
GARG,Axioo,1b3e60642226cd78117003250ddcd10c,Axioo Chromebook,https://dl.google.com/dl/edgedl/chromeos/recovery/chromeos_15604.57.0_octopus_recovery_stable-channel_mp-v32.bin.zip,118.0.5993.124
